price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
5269987,1650,4,2,4,yes,yes,yes,no,no,2,yes,semi-furnished
4105237,4653,4,4,4,no,no,no,no,yes,3,yes,furnished
4193505,4558,4,2,4,yes,no,yes,no,yes,2,no,furnished
4477428,1650,4,4,4,no,no,no,no,no,2,yes,furnished
5458179,7657,4,2,3,yes,no,yes,no,no,3,yes,furnished
6008598,5974,3,2,3,yes,yes,no,no,yes,2,yes,unfurnished
5775092,4200,4,2,3,yes,no,no,no,yes,2,yes,unfurnished
1848581,5375,4,2,3,yes,yes,no,no,yes,2,yes,unfurnished
5522882,7401,5,2,4,yes,no,yes,no,yes,0,yes,unfurnished
5173182,3695,4,4,4,yes,no,yes,no,yes,2,no,furnished
5123180,5337,3,2,1,yes,no,no,no,yes,2,no,semi-furnished
2531770,5173,5,2,4,yes,no,yes,no,no,0,no,furnished
3653445,4046,3,2,3,yes,no,no,no,yes,3,no,semi-furnished
5214418,7735,4,2,3,yes,no,no,no,yes,2,no,furnished
6981352,3109,3,2,4,yes,no,no,no,yes,2,yes,furnished
1750000,3883,4,2,3,yes,no,no,no,no,2,yes,furnished
4830956,4088,4,2,2,yes,no,yes,no,yes,2,yes,unfurnished
4504587,4165,4,2,3,yes,no,yes,no,yes,2,yes,unfurnished
1750000,4383,5,2,3,no,no,no,no,yes,2,yes,semi-furnished
4411161,3169,4,2,1,yes,no,no,no,no,2,yes,furnished
7439882,4837,5,2,3,yes,no,no,no,yes,2,yes,unfurnished
5926247,4171,3,2,1,yes,yes,no,no,yes,2,no,semi-furnished
1912429,6479,4,2,4,yes,no,yes,no,no,2,yes,semi-furnished
3235418,2224,5,2,4,yes,no,no,no,yes,0,yes,unfurnished
6015978,3120,4,4,4,yes,no,no,no,no,3,no,semi-furnished
4790396,7360,4,2,2,yes,no,yes,no,yes,2,no,furnished
4121211,1650,3,2,4,yes,no,no,no,yes,3,yes,unfurnished
4284366,10027,2,4,3,no,no,no,no,yes,0,no,unfurnished
5183080,6502,3,4,1,yes,no,no,no,yes,3,yes,furnished
4098018,7438,5,2,3,yes,yes,yes,no,yes,3,yes,semi-furnished
3273526,3295,3,2,3,no,no,no,no,yes,2,yes,semi-furnished
4148229,2928,4,2,3,yes,no,no,no,yes,1,no,unfurnished
4164809,1650,5,2,4,yes,no,no,no,yes,0,yes,furnished
4140259,6986,5,4,2,yes,no,no,no,yes,3,no,unfurnished
2040314,2741,4,2,3,yes,no,no,no,no,2,yes,semi-furnished
2530108,3485,4,2,4,yes,no,yes,no,no,0,yes,unfurnished
8398290,2977,4,4,3,yes,no,no,no,yes,2,no,unfurnished
6599120,1650,5,2,3,yes,no,no,no,no,3,yes,unfurnished
4937688,2163,3,2,4,yes,no,no,no,no,2,yes,unfurnished
5836025,2998,4,2,4,yes,no,no,no,no,2,yes,semi-furnished
4754975,3080,4,2,1,yes,no,no,no,yes,3,yes,furnished
1848710,5543,4,2,3,yes,no,no,no,yes,3,yes,unfurnished
6382210,3201,4,2,4,no,no,no,no,no,2,yes,unfurnished
4306348,2231,5,2,4,yes,no,yes,no,yes,3,yes,semi-furnished
5270175,4737,4,2,4,yes,no,yes,no,no,2,no,furnished
3777984,6458,4,2,4,yes,no,yes,no,no,2,no,semi-furnished
4142438,5276,5,2,3,yes,no,yes,no,no,0,no,semi-furnished
5699641,8122,4,2,4,yes,no,yes,no,yes,2,yes,furnished
3069594,5060,3,1,4,yes,no,no,no,no,3,yes,furnished
6977085,2782,3,2,4,no,yes,yes,no,yes,2,yes,unfurnished
8098271,7654,4,2,3,yes,no,yes,no,yes,3,yes,unfurnished
5148264,4579,4,2,3,yes,no,yes,no,yes,2,yes,furnished
6577869,3214,3,2,3,yes,yes,yes,no,yes,0,yes,furnished
3102660,5459,4,2,2,yes,yes,no,no,yes,2,yes,furnished
6101121,8083,4,4,3,yes,no,no,no,no,2,no,furnished
5122350,4467,2,2,3,yes,no,yes,no,no,2,yes,semi-furnished
4424091,6281,4,2,3,no,no,no,no,no,2,no,unfurnished
3269262,5811,3,2,3,yes,no,no,no,yes,3,yes,furnished
7018671,7639,4,2,3,yes,no,no,no,yes,2,no,furnished
7259834,10543,5,2,2,yes,no,no,no,no,3,no,furnished
5014576,4497,3,4,4,yes,no,yes,no,yes,2,yes,furnished
5711883,4746,4,2,4,yes,no,no,no,yes,2,yes,semi-furnished
3281264,2363,4,2,1,yes,no,no,no,no,2,yes,unfurnished
4942330,2614,4,2,4,yes,no,no,no,yes,3,no,semi-furnished
5721289,4562,4,4,4,yes,no,no,no,no,3,yes,semi-furnished
5585768,3149,4,2,3,yes,no,yes,no,yes,0,yes,furnished
7713500,3079,4,2,3,yes,no,no,no,yes,2,no,semi-furnished
2875989,3867,4,4,4,yes,no,no,no,yes,2,yes,furnished
7459166,6502,3,2,4,yes,no,no,yes,yes,3,yes,furnished
6259356,3401,4,1,2,yes,no,no,no,no,3,yes,furnished
6643866,4176,4,2,3,yes,no,no,no,yes,2,yes,semi-furnished
5125630,9071,3,2,3,yes,no,no,no,no,3,yes,unfurnished
2395430,4750,4,2,3,yes,no,yes,no,yes,2,yes,semi-furnished
5149992,4724,3,2,4,yes,yes,no,no,yes,3,no,furnished
8621376,6596,4,4,3,yes,no,no,no,no,0,yes,furnished
6207011,4451,4,2,4,yes,yes,no,no,no,2,no,furnished
5430551,1650,4,2,3,no,no,yes,no,yes,2,no,semi-furnished
3706109,6711,3,2,3,yes,no,no,no,yes,3,yes,furnished
4984497,2248,3,2,3,yes,no,yes,no,yes,2,yes,unfurnished
3664735,2871,4,2,3,yes,no,no,no,yes,3,yes,furnished
3487315,2683,3,4,4,yes,no,yes,no,no,2,yes,semi-furnished
4721523,2720,3,4,3,yes,no,no,no,no,0,no,unfurnished
4104272,7775,5,2,4,yes,yes,no,no,yes,3,yes,furnished
6496303,5406,3,2,4,yes,no,no,no,no,1,yes,semi-furnished
3679264,6579,4,2,4,yes,no,yes,no,yes,2,no,semi-furnished
5571046,5962,3,2,3,yes,yes,no,no,yes,0,no,furnished
4170011,2095,5,2,2,no,no,no,no,yes,2,no,furnished
4172963,5309,4,2,4,yes,no,no,no,no,2,yes,unfurnished
4801246,4767,4,2,3,yes,no,yes,yes,yes,3,yes,semi-furnished
1750000,6466,4,2,2,yes,no,no,yes,no,3,no,unfurnished
3226863,4620,3,4,3,yes,no,no,no,no,2,no,furnished
9161132,8350,3,2,3,yes,no,yes,no,yes,2,yes,semi-furnished
4679495,6351,3,2,1,yes,no,no,no,no,2,yes,furnished
5321077,8543,4,2,2,yes,no,no,no,no,2,yes,furnished
3682843,5153,4,2,3,yes,no,no,no,no,2,yes,furnished
3899775,3779,4,2,4,yes,no,no,no,yes,2,yes,semi-furnished
3363028,5644,5,2,3,yes,yes,no,no,yes,3,no,furnished
2486840,4376,4,4,4,yes,no,no,yes,yes,2,yes,furnished
3788489,4020,4,4,4,yes,no,no,no,no,2,no,furnished
3000698,5302,4,2,4,no,no,no,no,no,0,yes,unfurnished
5267111,6253,4,1,4,yes,no,no,no,yes,2,yes,semi-furnished
5387701,3384,5,4,1,no,no,yes,no,no,2,yes,furnished
3324234,4860,3,2,1,yes,no,yes,no,yes,3,no,unfurnished
1750000,5556,3,4,4,yes,no,no,no,yes,2,yes,furnished
4190008,7763,4,4,4,yes,no,no,no,yes,0,yes,semi-furnished
5439027,4918,3,2,3,no,no,no,no,yes,0,yes,unfurnished
5907869,6059,3,4,4,yes,no,no,no,no,2,yes,semi-furnished
4061898,8289,4,2,4,no,no,yes,no,yes,0,yes,unfurnished
6140955,4504,3,1,4,yes,no,no,no,no,0,no,furnished
4437053,7252,4,2,2,yes,no,yes,no,no,2,yes,furnished
4891943,6042,3,4,1,yes,no,yes,yes,yes,2,yes,unfurnished
3896008,3048,5,2,4,yes,no,no,no,yes,2,yes,semi-furnished
4023132,5692,4,2,3,yes,no,no,no,no,2,yes,furnished
8665052,5069,4,2,4,yes,no,no,no,yes,3,yes,furnished
7022140,1651,4,1,3,yes,no,no,no,yes,3,yes,furnished
6612433,7888,3,2,3,no,no,no,no,yes,3,yes,furnished
9262679,6265,3,2,4,yes,no,yes,no,yes,2,yes,semi-furnished
5332003,7258,5,1,4,yes,no,yes,no,no,0,no,furnished
8133792,7828,5,2,4,no,no,yes,no,no,3,yes,furnished
8384821,6098,4,2,4,yes,no,no,no,no,2,yes,furnished
6353829,5053,4,2,3,yes,no,no,no,yes,3,yes,semi-furnished
5080049,6479,4,2,4,yes,no,no,no,yes,2,yes,furnished
4653138,5502,5,2,3,yes,no,yes,no,no,0,yes,unfurnished
7412479,6209,4,2,4,no,no,yes,no,yes,2,yes,semi-furnished
6354369,3334,4,2,4,yes,yes,no,no,yes,3,yes,unfurnished
3661478,2575,3,4,4,yes,no,no,no,yes,2,no,semi-furnished
4582122,3149,5,2,2,yes,no,yes,no,yes,2,no,semi-furnished
2908153,3831,4,2,3,no,no,no,no,yes,3,yes,semi-furnished
3447827,1758,5,4,3,yes,no,yes,no,no,2,yes,furnished
2437787,7411,4,2,3,yes,yes,no,no,no,0,yes,semi-furnished
6159527,4443,4,2,4,yes,yes,no,no,yes,1,yes,semi-furnished
4931165,5123,3,2,4,yes,no,no,no,yes,2,yes,furnished
5997997,2011,4,2,4,yes,no,yes,no,yes,2,no,unfurnished
4650007,5196,4,2,3,no,yes,no,no,yes,2,yes,furnished
5166371,7289,4,4,4,no,no,no,no,yes,2,no,semi-furnished
4487646,4641,3,2,3,yes,yes,yes,no,yes,2,yes,furnished
6852529,6289,4,2,4,yes,no,no,no,yes,3,yes,semi-furnished
6547675,5948,4,2,3,yes,no,yes,no,no,0,yes,furnished
2346875,9811,4,2,3,yes,no,yes,no,yes,2,no,semi-furnished
5462585,1650,4,2,3,yes,yes,no,no,yes,2,no,furnished
5477355,5101,3,2,3,no,yes,yes,no,no,2,no,unfurnished
7331291,1887,4,4,1,yes,no,yes,no,yes,2,yes,semi-furnished
4536271,3303,4,4,3,yes,no,yes,no,no,2,yes,unfurnished
1750000,10158,4,4,4,yes,no,yes,no,yes,0,yes,unfurnished
5648779,6809,3,2,4,yes,no,no,no,yes,2,yes,semi-furnished
6217330,2021,5,2,4,no,no,no,no,yes,2,no,semi-furnished
4692925,7904,4,4,3,yes,no,no,no,yes,0,no,furnished
7509799,6826,4,2,4,yes,no,no,no,no,3,no,unfurnished
5002223,6465,4,2,3,yes,no,no,no,yes,0,no,furnished
2465505,5545,3,2,4,yes,no,no,no,no,3,no,furnished
6057377,2290,3,4,4,yes,no,no,no,yes,2,no,furnished
6678662,3692,4,2,1,yes,no,yes,no,no,2,yes,unfurnished
1750000,5534,4,4,3,yes,yes,no,no,yes,2,no,semi-furnished
4746569,3265,5,2,3,yes,no,yes,no,yes,3,yes,semi-furnished
5130738,5705,4,2,4,no,yes,no,no,yes,0,yes,furnished
5451134,5540,4,2,3,no,no,yes,no,yes,0,yes,unfurnished
3563440,6241,5,4,3,yes,no,no,no,yes,2,yes,furnished
7816652,9513,4,2,3,yes,no,no,no,yes,2,no,furnished
6318283,5982,4,2,4,yes,no,yes,no,yes,0,yes,furnished
2464376,8334,4,2,2,yes,no,no,no,yes,0,yes,furnished
7513056,1650,3,2,3,yes,yes,no,yes,yes,2,yes,furnished
5790587,4542,4,1,4,yes,yes,no,no,no,2,yes,unfurnished
5284820,2246,4,2,4,no,yes,no,no,no,2,yes,furnished
5704699,4288,3,2,1,yes,yes,no,no,yes,0,yes,furnished
2550872,5471,4,2,3,yes,no,no,no,no,2,yes,furnished
8124614,1940,4,2,3,yes,no,yes,no,yes,0,yes,semi-furnished
7759303,5241,5,2,2,yes,yes,no,no,yes,3,yes,furnished
4498346,6406,5,2,4,yes,no,yes,no,yes,2,yes,semi-furnished
5462699,4967,3,2,1,yes,yes,no,no,yes,2,yes,semi-furnished
7975392,7825,4,2,4,yes,no,no,no,yes,3,no,furnished
5769518,1650,4,2,4,yes,no,no,no,no,3,yes,furnished
2555374,4048,4,2,4,yes,no,no,no,yes,2,yes,semi-furnished
4277701,6999,5,2,3,yes,no,yes,no,yes,2,yes,unfurnished
6260988,6297,3,2,3,yes,no,no,no,no,2,yes,unfurnished
5187446,5274,4,4,4,no,no,no,no,yes,0,yes,semi-furnished
6308929,6422,3,2,3,yes,no,no,no,yes,0,yes,furnished
4059894,7518,5,2,3,yes,no,no,no,no,2,yes,unfurnished
2900067,2831,3,2,3,yes,no,yes,no,yes,2,yes,furnished
4440073,5392,4,2,4,yes,no,yes,no,yes,0,yes,furnished
4396559,3672,5,2,4,yes,no,yes,no,yes,2,no,semi-furnished
5105958,1650,4,2,2,yes,no,yes,no,yes,0,no,furnished
4003098,8482,3,2,1,yes,no,no,no,yes,2,yes,semi-furnished
3926567,5997,4,2,3,yes,no,yes,no,yes,2,yes,semi-furnished
10418974,4935,3,2,4,no,no,no,no,yes,2,yes,furnished
4938634,7841,4,4,1,yes,no,no,no,yes,0,yes,furnished
3720498,3014,4,2,3,yes,no,yes,no,yes,2,yes,furnished
6951727,2560,3,2,3,yes,no,no,no,no,2,yes,unfurnished
2434958,3224,6,2,4,yes,no,yes,no,yes,0,yes,furnished
5178274,6732,4,2,4,yes,no,no,no,yes,2,no,semi-furnished
4921462,5639,5,2,3,yes,no,no,no,yes,0,yes,furnished
4656073,2829,4,2,4,yes,no,no,no,yes,3,no,furnished
5710519,1941,5,2,1,yes,no,yes,no,no,2,yes,semi-furnished
4469545,5517,4,2,4,yes,no,no,no,yes,2,yes,unfurnished
5128587,3322,4,4,3,yes,no,no,no,yes,2,yes,unfurnished
2506199,4866,4,2,4,yes,no,no,no,yes,0,yes,semi-furnished
4029209,6373,3,4,4,yes,no,no,no,yes,0,yes,semi-furnished
6486220,6042,5,2,4,yes,yes,no,no,yes,3,yes,unfurnished
7769964,4704,4,4,3,yes,no,no,no,no,2,yes,furnished
2775415,4937,3,4,3,yes,no,yes,no,yes,0,yes,furnished
8408855,2265,4,2,3,no,yes,yes,no,yes,0,yes,unfurnished
4410674,8235,3,2,4,yes,yes,yes,no,yes,2,yes,furnished
5425750,2637,5,2,4,yes,no,yes,no,no,2,yes,furnished
8020254,6017,2,2,3,no,no,yes,no,yes,2,yes,furnished
4450143,9457,5,4,3,yes,no,no,no,yes,2,yes,semi-furnished
1971902,4805,4,2,4,yes,no,no,no,yes,0,yes,semi-furnished
1750000,1650,3,2,3,yes,no,no,no,no,2,no,semi-furnished
5437593,8188,4,2,4,yes,no,no,no,yes,3,yes,furnished
4070253,5719,5,2,1,yes,no,yes,no,no,2,yes,unfurnished
5726991,3063,3,4,3,yes,no,no,no,no,3,yes,semi-furnished
5458660,5122,4,2,3,no,no,yes,no,no,0,yes,furnished
5185460,5265,5,4,4,yes,yes,no,no,yes,3,yes,furnished
5362964,9685,3,2,3,yes,no,yes,no,yes,2,yes,unfurnished
2277895,1650,4,2,4,yes,yes,no,yes,yes,2,yes,unfurnished
4786422,6823,5,2,3,yes,no,no,no,yes,2,yes,semi-furnished
5388096,1650,3,1,3,yes,no,yes,no,yes,3,yes,semi-furnished
4953695,5801,3,2,4,no,no,no,no,yes,0,yes,furnished
4997026,11447,4,2,3,yes,no,no,no,yes,2,yes,semi-furnished
3019625,1650,3,2,4,yes,no,no,no,yes,2,yes,semi-furnished
3342819,7449,4,2,4,yes,no,yes,no,no,3,no,semi-furnished
2073772,6350,4,2,2,yes,no,no,no,yes,2,yes,unfurnished
4941987,5292,4,2,4,yes,no,no,no,yes,2,yes,furnished
5494530,4813,4,2,3,no,no,yes,no,no,2,no,unfurnished
6246062,5114,5,4,1,yes,no,yes,no,yes,2,yes,unfurnished
5182443,8318,4,2,3,yes,yes,yes,no,yes,3,yes,furnished
5615489,2730,4,2,3,yes,no,yes,no,no,2,no,semi-furnished
6036185,4208,3,2,4,yes,no,no,no,no,2,yes,semi-furnished
1750000,5526,5,4,4,yes,no,no,no,yes,0,yes,furnished
5958109,4350,4,2,3,no,no,no,no,yes,2,yes,furnished
1750000,5213,5,2,4,yes,no,yes,no,yes,2,yes,unfurnished
3407660,5023,4,4,2,yes,no,no,no,yes,2,yes,semi-furnished
5636651,6168,4,4,3,yes,no,yes,no,yes,2,yes,furnished
5065246,4897,4,2,4,yes,no,no,no,no,2,yes,furnished
5082270,1906,4,2,4,yes,no,no,no,no,3,yes,furnished
6762246,4173,3,2,4,yes,no,yes,no,yes,3,yes,semi-furnished
6771023,7108,4,2,4,no,yes,yes,no,no,3,yes,furnished
3586628,4365,5,2,3,yes,no,yes,no,yes,1,yes,semi-furnished
4244178,6262,3,2,4,yes,no,no,no,yes,3,yes,unfurnished
5648763,3084,3,2,4,yes,no,no,no,no,2,yes,furnished
7207053,1650,3,2,3,yes,yes,no,no,no,3,yes,unfurnished
1750000,4812,4,2,1,yes,no,no,no,no,2,yes,furnished
8343626,8918,4,2,3,no,no,yes,no,yes,0,yes,furnished
6001759,5625,3,2,1,yes,no,yes,no,yes,3,yes,furnished
2855986,4813,4,2,3,yes,no,no,no,no,2,yes,furnished
5100156,5481,3,2,3,yes,yes,yes,no,yes,2,yes,unfurnished
8470409,6423,3,2,1,yes,no,no,no,yes,2,yes,unfurnished
3180754,3223,4,2,4,no,no,no,no,yes,2,yes,semi-furnished
2651711,5081,3,2,4,yes,no,yes,no,yes,3,no,semi-furnished
5232063,2551,4,4,3,yes,no,no,no,no,3,yes,semi-furnished
4336360,5890,5,4,3,yes,no,no,no,no,2,yes,furnished
7582419,5917,4,2,4,yes,no,no,no,yes,2,yes,semi-furnished
5831005,3907,3,2,3,no,no,no,no,no,2,no,furnished
6163696,3929,3,2,3,yes,no,yes,no,yes,2,yes,furnished
4239825,4254,4,2,4,no,no,no,no,no,0,no,unfurnished
4140207,4483,4,2,4,no,no,yes,no,yes,2,yes,semi-furnished
3565277,8636,4,2,3,yes,no,yes,no,no,2,yes,furnished
7924694,4506,3,2,4,yes,no,yes,no,yes,3,yes,furnished
4028347,4666,4,2,4,yes,no,yes,no,yes,3,yes,furnished
6421174,6870,4,2,4,no,no,no,no,yes,2,no,semi-furnished
1750000,5172,5,4,4,yes,no,no,no,no,2,no,furnished
6189064,5901,4,4,4,yes,no,no,no,no,3,no,unfurnished
2928547,8011,3,2,3,yes,no,yes,no,yes,2,yes,furnished
5448572,6698,4,2,3,yes,yes,yes,no,no,2,yes,semi-furnished
5455702,7209,4,2,4,yes,no,no,no,no,2,no,unfurnished
2751437,2933,4,2,1,yes,no,no,no,no,3,yes,furnished
2143834,5632,4,2,4,yes,no,yes,no,no,3,yes,furnished
4300808,7712,3,2,3,yes,no,no,no,yes,2,no,furnished
2739840,3859,4,2,4,yes,no,yes,yes,no,2,yes,furnished
2453869,7547,2,4,4,yes,no,no,no,yes,2,yes,furnished
4650409,5148,4,2,4,yes,no,no,no,yes,2,yes,semi-furnished
3014697,4408,4,2,3,yes,no,no,no,yes,2,yes,semi-furnished
5754584,3608,5,2,3,yes,no,no,no,yes,2,yes,semi-furnished
3911412,7356,3,2,3,yes,no,yes,no,yes,2,yes,unfurnished
5159461,4123,4,4,4,yes,no,no,no,yes,0,yes,semi-furnished
5234211,4197,4,2,3,yes,no,no,no,yes,2,yes,unfurnished
3420019,3163,3,2,4,yes,no,no,no,no,0,no,furnished
7293075,5007,4,2,4,yes,no,no,no,no,0,no,furnished
6759735,4814,4,2,4,yes,no,no,no,yes,3,yes,unfurnished
5299964,6860,4,2,4,yes,no,yes,no,no,2,yes,furnished
6811167,5779,4,2,3,no,no,yes,no,yes,2,yes,furnished
6143202,5855,4,2,3,yes,no,yes,no,yes,2,yes,unfurnished
6957776,3731,3,2,4,yes,yes,no,no,yes,3,yes,unfurnished
5537164,3549,4,2,3,yes,no,no,no,yes,2,yes,semi-furnished
3540341,3310,5,2,3,yes,no,no,no,yes,2,no,semi-furnished
6310240,4127,3,2,3,no,no,yes,no,yes,3,yes,furnished
6357932,5174,4,4,3,yes,yes,yes,no,no,0,yes,semi-furnished
8335195,7073,4,2,4,yes,no,no,no,yes,2,no,unfurnished
3791842,7667,3,2,2,yes,yes,no,no,no,2,yes,furnished
3216050,7543,4,4,3,yes,yes,no,no,yes,2,yes,furnished
6623988,6538,5,4,3,yes,no,no,no,yes,1,no,semi-furnished
5657897,2778,4,2,3,yes,no,no,no,yes,2,yes,furnished
1750000,7961,4,2,2,yes,no,no,no,yes,0,yes,furnished
3579337,6889,4,4,4,yes,no,yes,no,yes,1,yes,unfurnished
4086146,7067,3,2,4,no,yes,yes,no,yes,3,yes,furnished
2067296,4435,3,2,3,yes,no,no,no,no,2,yes,semi-furnished
3851605,7105,4,2,3,yes,yes,yes,no,yes,2,yes,semi-furnished
2686548,4822,4,2,4,yes,no,yes,no,yes,2,yes,furnished
1750000,3734,4,2,3,yes,no,no,no,yes,2,yes,furnished
4036650,2697,4,4,3,no,no,no,no,yes,0,yes,unfurnished
5683523,6845,4,2,3,yes,no,no,no,yes,2,yes,unfurnished
5734016,4489,4,2,3,no,no,no,no,yes,2,yes,semi-furnished
4997678,6476,4,4,4,yes,yes,yes,no,yes,3,yes,furnished
4156105,5398,5,2,4,yes,yes,yes,no,yes,3,no,furnished
3220269,6266,3,1,3,yes,no,no,no,yes,2,yes,unfurnished
3911125,6338,4,4,3,yes,no,no,no,yes,2,yes,unfurnished
1750000,6498,4,2,3,no,no,no,no,yes,2,yes,furnished
5396110,8884,4,2,4,yes,no,no,no,yes,2,no,semi-furnished
6024946,5219,4,4,3,yes,no,no,no,yes,2,yes,furnished
7139916,3088,4,4,4,yes,yes,no,no,yes,3,yes,furnished
3980129,3907,3,2,4,yes,no,yes,no,yes,2,yes,semi-furnished
6113887,5370,4,2,4,yes,no,no,no,no,3,yes,semi-furnished
1750000,1650,4,2,4,yes,yes,no,no,no,3,yes,furnished
3927071,7275,4,4,3,yes,no,no,no,yes,0,yes,unfurnished
5177832,9299,3,2,4,yes,no,no,no,yes,3,yes,semi-furnished
3015452,6435,5,2,1,yes,no,no,no,yes,0,yes,unfurnished
8908482,6943,4,2,3,yes,no,no,yes,yes,2,yes,furnished
5331597,4364,4,2,3,yes,no,no,no,yes,2,yes,unfurnished
6119449,2749,4,2,4,yes,no,no,no,yes,3,yes,semi-furnished
5821914,8852,4,4,4,yes,no,yes,no,no,2,yes,semi-furnished
1750000,4853,3,4,3,no,no,no,no,no,3,yes,unfurnished
6309236,7418,5,2,4,yes,no,no,yes,yes,2,no,furnished
2614320,6409,4,4,3,no,no,yes,no,yes,2,yes,semi-furnished
5816298,1650,4,2,3,yes,no,yes,no,yes,3,no,unfurnished
3793737,8491,4,2,4,yes,no,no,no,yes,2,no,furnished
5790073,5942,5,2,3,yes,no,no,no,yes,2,yes,furnished
3303929,3178,3,2,4,no,no,no,no,yes,3,yes,unfurnished
5203271,5595,5,2,2,yes,no,yes,no,yes,3,no,semi-furnished
7034740,4895,5,2,3,yes,yes,no,no,no,2,yes,unfurnished
5910073,7275,3,2,4,yes,yes,yes,no,yes,2,yes,semi-furnished
4757353,8763,3,4,4,yes,no,no,no,yes,3,yes,unfurnished
5602983,2393,4,4,3,yes,no,no,no,no,3,yes,semi-furnished
6143008,3200,4,2,3,yes,yes,no,yes,yes,2,yes,furnished
5095461,3762,4,4,3,yes,no,no,no,no,3,yes,furnished
7998595,2753,4,2,3,yes,no,no,no,no,0,yes,unfurnished
2912783,5911,3,2,3,yes,no,no,no,yes,2,no,furnished
4385399,3856,5,4,4,yes,no,no,no,yes,2,yes,furnished
3086961,2130,4,2,4,yes,yes,no,no,yes,2,yes,unfurnished
9284823,4038,5,2,1,yes,no,no,no,yes,3,yes,unfurnished
8391966,5362,4,2,4,yes,yes,yes,no,yes,0,no,semi-furnished
5058770,2511,5,2,3,yes,no,yes,yes,yes,0,yes,semi-furnished
3151024,3709,5,2,4,yes,no,yes,no,no,2,no,furnished
4469095,2544,4,2,3,yes,no,no,no,yes,2,yes,semi-furnished
4706784,4796,4,2,3,yes,yes,no,no,yes,3,yes,unfurnished
4491269,3080,4,2,1,yes,no,no,no,yes,2,yes,furnished
3994928,3601,4,2,1,yes,no,no,no,no,3,yes,semi-furnished
1750000,5099,4,2,4,yes,no,no,no,yes,3,yes,semi-furnished
5166230,3143,5,4,3,yes,no,no,no,no,2,yes,semi-furnished
2235125,5315,3,2,4,yes,no,no,yes,yes,3,yes,unfurnished
5970149,2119,4,2,4,yes,no,yes,no,no,2,yes,furnished
4391208,7183,3,2,3,yes,no,no,no,yes,0,yes,semi-furnished
4091417,2476,4,2,4,yes,no,no,no,yes,3,yes,furnished
4217588,6255,4,2,3,yes,no,no,no,yes,3,yes,unfurnished
5005816,4399,3,1,3,no,no,no,no,no,0,yes,semi-furnished
3579155,7850,5,2,2,no,no,yes,no,no,2,no,semi-furnished
5493074,2538,5,2,4,yes,no,no,no,no,2,yes,furnished
2943297,5382,5,2,4,yes,no,no,no,yes,2,yes,furnished
5505390,1650,4,4,4,yes,no,yes,no,no,2,no,furnished
3007677,3509,4,4,4,yes,yes,no,no,yes,2,yes,unfurnished
6212912,4748,4,2,3,yes,no,no,no,no,0,no,furnished
3105390,5413,4,2,3,yes,no,no,no,yes,2,yes,unfurnished
3544798,4653,4,2,4,yes,no,no,no,no,2,no,unfurnished
4333397,6369,3,2,1,yes,no,yes,no,yes,2,yes,furnished
5630117,1650,4,4,3,yes,no,no,no,yes,0,yes,furnished
9192320,2665,4,2,4,yes,no,yes,no,yes,3,yes,unfurnished
3956191,5657,4,2,3,yes,no,no,no,yes,3,yes,furnished
4054945,3645,5,4,4,no,no,yes,no,yes,2,yes,unfurnished
7104338,3995,4,4,2,yes,no,no,no,yes,3,yes,semi-furnished
1750000,1982,3,2,4,yes,no,yes,no,no,0,no,furnished
3864653,4836,3,2,4,yes,no,no,no,no,2,yes,semi-furnished
5330582,7684,3,2,4,yes,no,no,no,yes,2,yes,semi-furnished
6868007,7381,3,4,4,yes,no,no,no,no,3,yes,semi-furnished
4122142,8184,5,4,4,yes,no,no,no,yes,0,yes,semi-furnished
2223546,3380,4,2,1,yes,no,no,no,yes,3,no,furnished
5726246,5364,4,2,3,yes,yes,no,no,no,3,yes,semi-furnished
4509394,8454,5,4,4,yes,no,yes,no,yes,2,no,semi-furnished
5390818,3912,4,2,3,no,yes,no,no,no,2,no,furnished
1750000,6509,4,4,4,yes,no,no,no,no,3,yes,furnished
8828212,7184,5,2,3,no,no,yes,no,no,2,yes,semi-furnished
7678586,4562,4,4,4,no,no,no,no,yes,3,yes,semi-furnished
3753074,1650,4,2,3,yes,no,no,no,yes,2,yes,furnished
5166728,6659,2,2,3,yes,no,yes,no,no,2,yes,furnished
6892922,8111,2,2,3,yes,no,no,no,yes,2,yes,furnished
4513918,5555,5,2,3,yes,no,yes,no,yes,2,yes,furnished
6183357,1650,4,2,2,no,no,no,no,yes,2,yes,unfurnished
4520000,4099,3,2,4,yes,no,no,yes,yes,2,no,unfurnished
2347481,8513,4,2,3,yes,no,no,no,no,2,yes,unfurnished
3098937,5739,5,2,2,yes,no,no,no,yes,3,yes,semi-furnished
3188470,4149,3,2,3,yes,no,no,no,no,2,no,semi-furnished
4430851,3744,5,2,4,yes,yes,yes,no,yes,0,no,unfurnished
6043368,2754,4,4,1,yes,no,no,no,yes,3,no,furnished
6365397,3806,4,4,4,yes,no,no,no,yes,2,yes,furnished
1779432,4635,4,2,3,yes,no,yes,no,yes,0,yes,semi-furnished
4442135,4072,3,4,1,yes,no,no,no,yes,0,yes,semi-furnished
4792030,4406,4,4,3,yes,no,yes,no,yes,2,yes,furnished
5333344,3458,4,2,4,yes,no,no,no,yes,2,yes,furnished
3758997,3914,4,2,3,yes,no,no,no,yes,2,yes,furnished
