area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price
5675,5,2,1,yes,yes,no,no,yes,2,no,furnished,6717500
4738,3,2,2,yes,yes,yes,no,no,1,no,furnished,6923800
5232,4,1,1,no,no,no,no,no,1,no,unfurnished,5123200
5921,2,1,2,yes,no,no,no,yes,1,no,furnished,6542100
7277,3,4,1,yes,yes,no,yes,no,1,yes,unfurnished,7427700
4117,2,1,2,yes,no,yes,no,no,1,yes,unfurnished,6161700
5698,2,3,1,yes,no,no,yes,no,1,yes,furnished,6869800
7734,3,1,1,no,no,no,no,yes,1,no,semi-furnished,6323400
6242,3,2,1,yes,no,no,yes,no,1,yes,unfurnished,6724200
5224,3,3,3,no,no,yes,yes,no,0,yes,furnished,7072400
4694,4,1,2,yes,yes,no,yes,no,2,yes,semi-furnished,6669400
4025,3,1,1,yes,no,no,no,yes,0,yes,furnished,6852500
4682,3,3,3,yes,no,no,no,no,0,no,semi-furnished,6368200
4298,4,2,1,no,no,yes,no,no,0,no,furnished,5779800
3431,2,3,2,no,no,no,no,no,2,yes,semi-furnished,6043100
2905,3,2,1,no,no,no,no,yes,0,yes,semi-furnished,6340500
3974,5,1,2,yes,no,no,yes,yes,2,yes,furnished,6947400
4455,5,1,2,yes,no,yes,no,yes,2,yes,furnished,7045500
3028,2,3,1,no,no,no,no,yes,0,no,furnished,5952800
2053,4,1,1,no,no,yes,no,yes,1,yes,semi-furnished,5805300
5233,2,2,3,yes,yes,no,no,no,3,yes,unfurnished,6723300
6109,3,4,2,yes,no,no,yes,no,1,yes,semi-furnished,7310900
3525,4,1,2,no,no,no,no,yes,1,yes,semi-furnished,6102500
5278,2,3,1,yes,no,no,yes,no,1,no,furnished,6427800
7541,4,1,1,yes,no,yes,no,yes,2,yes,furnished,7054100
4318,5,2,1,yes,no,yes,yes,yes,2,no,semi-furnished,6331800
3712,2,2,1,yes,no,no,no,yes,3,no,furnished,6421200
5806,3,2,2,yes,no,no,yes,no,2,yes,furnished,7280600
1800,3,1,1,no,no,yes,no,yes,2,no,furnished,6280000
3903,4,3,3,no,no,no,no,yes,2,no,furnished,6240300
7460,4,2,1,no,no,no,yes,no,0,yes,semi-furnished,6146000
6027,2,2,1,yes,no,no,no,no,0,no,furnished,6102700
6554,4,1,3,yes,no,no,no,yes,1,no,furnished,6605400
4951,3,2,1,yes,no,no,yes,yes,0,no,furnished,6845100
6832,3,2,1,yes,no,no,no,yes,0,yes,furnished,7333200
3758,5,1,1,no,no,no,no,yes,0,yes,unfurnished,5525800
5527,3,2,1,yes,yes,no,no,yes,1,yes,semi-furnished,7202700
3598,3,2,2,no,yes,no,no,yes,1,yes,semi-furnished,6709800
4398,3,2,1,no,yes,yes,yes,yes,2,yes,furnished,7439800
5357,3,3,1,no,yes,no,no,yes,0,no,furnished,6885700
3216,2,1,1,yes,no,yes,no,yes,0,no,unfurnished,5521600
6261,2,1,2,no,yes,no,yes,yes,0,no,unfurnished,5976100
8483,3,1,2,no,no,yes,yes,yes,2,no,semi-furnished,7048300
4420,3,2,2,yes,no,yes,yes,no,2,no,furnished,6892000
4789,3,1,3,no,no,yes,no,yes,2,yes,unfurnished,6778900
5620,3,3,1,yes,no,no,no,no,0,yes,furnished,7162000
7639,3,3,1,yes,no,yes,yes,no,1,yes,furnished,7713900
7199,2,2,1,no,no,no,yes,yes,0,no,semi-furnished,5969900
5336,4,1,1,yes,no,yes,yes,yes,1,yes,furnished,6833600
3003,3,2,2,yes,no,no,no,yes,2,no,unfurnished,6250300
4194,3,1,2,yes,no,no,no,yes,0,no,unfurnished,6269400
6222,4,2,3,yes,no,no,no,no,2,no,semi-furnished,6322200
3271,3,3,2,yes,yes,no,no,yes,2,yes,unfurnished,7077100
3861,2,1,1,no,no,yes,no,no,1,yes,furnished,6036100
4116,3,2,2,yes,yes,no,no,yes,0,no,unfurnished,6361600
5265,3,2,1,yes,yes,no,no,yes,1,no,furnished,7076500
6847,3,2,3,no,no,no,yes,yes,2,yes,semi-furnished,7334700
5892,3,2,1,yes,no,no,no,yes,0,yes,furnished,7239200
3859,3,1,2,yes,no,no,no,yes,3,no,unfurnished,6535900
4213,3,1,3,yes,no,no,yes,yes,1,yes,semi-furnished,7071300
1769,2,3,1,yes,yes,no,no,yes,1,no,unfurnished,5926900
6220,4,2,1,no,yes,yes,yes,yes,0,no,unfurnished,6022000
7171,3,2,2,no,no,yes,yes,yes,2,yes,semi-furnished,7217100
4047,5,2,2,yes,no,no,yes,yes,0,no,semi-furnished,5954700
7485,3,1,2,no,no,no,no,yes,1,yes,unfurnished,6798500
5199,2,2,1,no,yes,no,no,yes,2,yes,semi-furnished,6469900
6675,3,4,3,no,yes,yes,no,yes,3,yes,furnished,8067500
6471,3,3,2,yes,no,no,no,no,3,no,furnished,7147100
2861,2,1,3,yes,no,no,no,yes,2,no,unfurnished,5836100
3971,5,2,2,yes,yes,yes,no,yes,2,yes,furnished,7097100
4942,3,2,2,no,no,no,no,no,1,yes,semi-furnished,6394200
5362,3,3,2,no,no,yes,no,no,3,no,furnished,6886200
1710,2,2,1,no,no,yes,no,yes,1,no,semi-furnished,5571000
5598,4,1,2,yes,yes,yes,yes,no,1,no,semi-furnished,6409800
5138,3,1,1,yes,yes,no,no,no,2,yes,unfurnished,6613800
5764,3,3,1,yes,no,no,no,yes,0,yes,furnished,7426400
4811,3,1,1,yes,no,yes,no,yes,1,no,furnished,6781100
5188,3,1,1,yes,yes,no,no,yes,1,no,furnished,6868800
7256,2,3,1,yes,yes,no,no,yes,0,no,semi-furnished,6575600
3065,3,3,2,yes,no,no,yes,no,2,yes,unfurnished,6706500
1703,3,2,2,yes,no,no,no,yes,2,no,semi-furnished,6320300
6518,3,2,2,yes,no,no,no,no,1,yes,semi-furnished,6851800
6548,5,1,2,no,no,yes,yes,yes,2,yes,semi-furnished,6754800
6627,2,2,2,no,yes,yes,yes,yes,2,yes,unfurnished,6662700
6892,3,1,1,yes,no,yes,no,no,1,yes,unfurnished,6639200
2819,3,4,2,yes,no,yes,no,yes,3,no,semi-furnished,7081900
4281,4,1,2,yes,yes,yes,no,no,1,yes,furnished,6878100
4454,3,1,2,yes,no,no,yes,yes,3,yes,semi-furnished,7295400
5820,3,3,1,yes,no,no,no,yes,0,yes,semi-furnished,7132000
4267,2,2,1,yes,no,no,no,no,0,no,furnished,5926700
3937,4,3,1,no,yes,no,no,no,2,yes,furnished,6593700
4333,4,1,1,yes,no,yes,no,yes,3,yes,semi-furnished,6533300
4154,2,2,1,no,no,no,no,no,0,no,furnished,5615400
5556,3,1,1,yes,no,no,no,no,1,yes,unfurnished,6355600
5242,3,1,2,yes,no,no,no,yes,3,no,furnished,7174200
2832,3,3,2,yes,no,no,no,yes,0,yes,semi-furnished,6833200
7559,2,4,1,yes,no,yes,no,yes,2,yes,semi-furnished,7355900
2110,3,1,1,no,no,no,no,yes,1,yes,unfurnished,5961000
2736,4,2,2,no,yes,no,no,yes,1,no,unfurnished,5523600
6520,4,2,3,yes,no,no,yes,no,2,no,semi-furnished,6452000
5403,3,2,1,no,no,no,no,yes,1,yes,semi-furnished,6690300
3618,3,2,1,yes,no,no,no,yes,3,yes,semi-furnished,7011800
3041,2,1,2,yes,yes,no,yes,no,1,yes,furnished,6704100
6589,4,3,1,yes,no,no,yes,yes,0,no,furnished,6708900
7295,3,3,3,no,yes,yes,no,yes,3,yes,unfurnished,7429500
2503,3,2,1,yes,no,no,no,yes,1,yes,unfurnished,6500300
4277,3,2,1,no,no,yes,no,yes,2,no,semi-furnished,6427700
7374,3,1,2,yes,no,no,no,yes,0,yes,furnished,7487400
3467,5,2,1,yes,yes,yes,no,yes,0,no,semi-furnished,6146700
4170,3,2,1,no,no,yes,no,yes,3,no,semi-furnished,6517000
6385,3,2,1,yes,no,no,no,yes,3,no,unfurnished,6688500
5446,3,2,1,yes,no,no,no,yes,2,yes,semi-furnished,7094600
6024,4,2,1,yes,no,yes,no,yes,2,yes,furnished,7102400
5177,5,2,1,no,no,no,no,no,0,no,semi-furnished,5417700
6348,4,1,3,yes,no,no,yes,yes,0,yes,semi-furnished,6684800
4997,3,2,1,yes,no,yes,no,yes,2,no,unfurnished,6599700
5839,2,2,2,no,no,no,no,yes,1,no,furnished,6133900
4968,4,1,1,no,no,no,yes,yes,0,no,unfurnished,5346800
3356,2,2,1,yes,no,no,yes,no,0,yes,furnished,6335600
5655,3,1,3,yes,yes,no,yes,yes,0,no,furnished,7215500
3672,2,1,2,no,no,no,no,yes,1,no,unfurnished,5517200
4935,2,1,1,yes,no,no,yes,no,1,yes,semi-furnished,6093500
3843,3,2,1,yes,no,yes,yes,no,0,no,unfurnished,6134300
5290,4,3,2,yes,no,yes,no,yes,1,yes,unfurnished,6629000
4409,3,1,2,yes,no,yes,yes,yes,2,no,semi-furnished,6940900
5029,2,4,1,yes,no,no,no,no,1,yes,semi-furnished,6602900
3551,2,2,1,yes,yes,yes,no,yes,3,yes,semi-furnished,6855100
3943,3,2,2,yes,no,no,yes,yes,2,no,semi-furnished,6644300
5911,3,2,2,yes,yes,yes,no,yes,1,yes,semi-furnished,7391100
7173,2,1,1,yes,yes,no,no,yes,1,yes,unfurnished,6467300
3880,5,1,2,yes,no,no,no,no,1,no,semi-furnished,5788000
5668,3,1,2,no,no,no,no,yes,1,no,semi-furnished,6416800
4596,3,1,1,yes,yes,no,no,yes,1,yes,unfurnished,6709600
2958,3,3,1,no,no,no,no,yes,0,yes,semi-furnished,6545800
4993,2,1,2,yes,no,no,no,yes,1,yes,furnished,6849300
4402,3,1,3,yes,yes,no,no,yes,0,no,semi-furnished,6690200
4528,3,3,3,yes,no,no,no,yes,3,yes,unfurnished,7102800
1884,3,1,1,yes,yes,no,no,no,1,yes,unfurnished,6188400
4954,3,2,1,no,yes,no,no,no,2,yes,furnished,6995400
4828,4,1,1,yes,no,yes,no,yes,2,yes,unfurnished,6282800
6842,4,1,3,yes,no,yes,no,yes,0,no,unfurnished,6184200
6097,5,2,2,no,no,yes,no,yes,0,no,unfurnished,5709700
2850,3,1,1,yes,no,no,yes,no,1,yes,unfurnished,6185000
4195,3,1,1,yes,no,no,no,no,1,yes,semi-furnished,6419500
7352,3,1,2,no,no,no,yes,yes,2,yes,unfurnished,6985200
4996,3,2,1,yes,no,no,no,no,1,no,semi-furnished,6299600
4926,3,2,1,yes,no,yes,yes,yes,3,no,furnished,7292600
6368,2,1,2,yes,yes,no,no,yes,0,no,semi-furnished,6386800
6406,4,2,1,no,no,no,no,no,0,yes,semi-furnished,5940600
5380,4,2,2,yes,yes,no,no,yes,1,no,unfurnished,6088000
4896,2,1,1,yes,no,yes,no,no,1,yes,unfurnished,5939600
4572,3,3,1,yes,yes,no,yes,no,0,no,furnished,6957200
5208,4,2,1,no,no,yes,no,yes,0,no,furnished,6120800
4802,3,1,1,no,yes,yes,no,no,0,no,furnished,6330200
7002,4,2,1,yes,yes,yes,no,yes,1,no,furnished,6900200
3719,4,2,1,yes,no,yes,no,yes,2,no,furnished,6471900
5284,4,3,2,yes,yes,yes,no,no,0,yes,furnished,6978400
3147,4,3,2,yes,no,yes,no,no,3,no,semi-furnished,6164700
5744,5,2,1,yes,no,yes,no,yes,3,yes,semi-furnished,6874400
6275,5,2,2,yes,no,yes,no,yes,2,yes,semi-furnished,6827500
4302,3,1,1,yes,no,yes,no,yes,0,yes,semi-furnished,6730200
5194,3,1,2,yes,no,no,yes,no,3,yes,furnished,7419400
5766,2,2,2,yes,no,yes,no,no,0,yes,semi-furnished,6326600
5269,4,1,1,yes,no,no,yes,no,3,yes,semi-furnished,6326900
4808,2,3,1,no,no,no,no,no,0,no,semi-furnished,5580800
5484,4,2,1,yes,yes,yes,no,no,1,yes,semi-furnished,6598400
6975,5,1,2,yes,no,no,yes,yes,1,no,furnished,6747500
4370,3,3,2,yes,yes,yes,no,no,1,no,semi-furnished,6787000
2505,3,2,2,yes,no,no,no,yes,0,no,semi-furnished,6200500
6312,3,1,2,yes,no,no,no,yes,2,no,semi-furnished,6881200
2277,4,1,2,yes,yes,yes,no,no,1,yes,furnished,6677700
6746,4,2,2,yes,yes,yes,no,yes,2,yes,semi-furnished,7074600
4619,3,3,1,yes,no,no,no,yes,1,no,furnished,7011900
5662,3,2,3,yes,no,no,no,yes,2,yes,furnished,7716200
4728,5,2,1,yes,no,no,no,yes,0,no,furnished,6222800
3701,3,2,2,no,no,no,no,no,1,no,unfurnished,5670100
5388,2,2,1,no,no,no,no,yes,3,yes,furnished,6688800
5599,3,3,2,yes,no,yes,no,yes,0,no,furnished,7159900
3311,3,1,3,yes,yes,no,yes,no,0,yes,unfurnished,6631100
6293,3,2,3,yes,yes,yes,yes,no,1,no,furnished,7479300
5913,4,3,1,no,yes,no,yes,yes,0,yes,furnished,6941300
6307,3,1,1,no,no,no,yes,yes,0,no,furnished,6480700
4955,2,1,2,yes,yes,no,no,yes,0,yes,unfurnished,6445500
5892,3,2,2,yes,no,yes,no,no,3,yes,unfurnished,6939200
5714,3,2,2,no,no,no,no,yes,2,no,semi-furnished,6421400
4740,2,2,2,no,no,no,no,no,1,no,furnished,5774000
4605,3,1,2,no,yes,no,no,no,0,yes,furnished,6860500
4727,4,2,3,yes,no,no,no,no,2,yes,unfurnished,6372700
5608,4,4,1,no,no,no,no,yes,2,yes,furnished,7010800
4965,2,4,2,yes,no,yes,no,yes,2,no,furnished,6996500
4281,2,2,2,yes,no,no,no,yes,2,yes,semi-furnished,6478100
6989,4,2,1,yes,yes,no,no,yes,3,yes,unfurnished,6848900
3992,3,2,3,no,no,no,no,yes,2,no,semi-furnished,6549200
3179,4,1,1,yes,yes,no,yes,yes,2,no,unfurnished,5867900
3962,4,1,3,no,no,no,no,no,3,yes,unfurnished,5896200
6205,5,3,2,no,no,no,no,yes,1,yes,semi-furnished,6470500
5045,5,3,2,yes,no,no,no,no,1,no,furnished,6304500
5447,2,1,2,yes,no,yes,no,no,0,yes,unfurnished,6194700
4627,3,1,1,no,yes,no,yes,no,1,yes,furnished,6762700
3775,3,1,1,yes,yes,yes,yes,yes,0,no,semi-furnished,6577500
5020,3,1,1,no,no,yes,no,yes,2,no,semi-furnished,6302000
4852,2,2,2,no,yes,yes,no,no,3,yes,furnished,6735200
4583,4,1,1,yes,yes,no,no,yes,1,no,unfurnished,5808300
6113,4,2,1,yes,no,yes,no,yes,1,yes,furnished,7011300
5177,3,1,2,yes,no,no,no,yes,0,yes,furnished,7267700
4322,3,2,1,yes,no,yes,no,yes,1,yes,furnished,7332200
1849,2,3,3,yes,no,no,no,no,2,no,unfurnished,5584900
3928,2,3,2,no,no,yes,yes,yes,0,yes,furnished,6692800
3374,4,1,2,yes,yes,yes,no,no,2,yes,semi-furnished,6587400
4430,2,2,1,yes,no,yes,no,yes,1,yes,semi-furnished,6543000
4660,3,1,2,yes,no,yes,yes,no,1,no,semi-furnished,6616000
7230,3,1,1,no,no,no,no,no,0,yes,semi-furnished,6323000
5936,3,2,2,yes,yes,no,yes,yes,2,no,semi-furnished,7043600
4804,2,2,1,yes,no,yes,yes,yes,1,no,semi-furnished,6280400
6596,3,1,2,no,yes,yes,no,no,1,no,unfurnished,6409600
6078,3,1,1,no,no,yes,no,no,2,yes,furnished,6857800
4752,4,1,1,yes,no,yes,no,no,1,no,furnished,6025200
8905,4,4,3,yes,no,no,no,yes,0,yes,semi-furnished,7140500
5731,2,1,1,yes,yes,no,no,yes,0,no,furnished,6323100
3632,4,2,2,no,yes,no,no,no,0,yes,furnished,6163200
7641,3,2,1,yes,no,yes,no,yes,3,no,semi-furnished,7164100
5561,2,2,2,yes,no,yes,no,no,0,no,unfurnished,5706100
4499,3,1,2,yes,no,yes,no,no,2,yes,semi-furnished,6999900
3250,2,1,1,yes,no,yes,no,yes,0,yes,furnished,6425000
5153,3,1,2,yes,no,no,yes,yes,0,no,unfurnished,6465300
7859,2,1,1,no,no,yes,no,yes,0,yes,unfurnished,6085900
3623,4,2,2,yes,no,no,no,yes,1,no,furnished,6212300
5500,5,3,2,yes,no,no,no,yes,2,yes,unfurnished,6600000
4323,4,1,2,no,no,yes,yes,yes,0,no,semi-furnished,5932300
3007,3,1,1,no,no,yes,no,no,1,no,furnished,6050700
5346,5,3,1,yes,yes,yes,no,yes,1,no,semi-furnished,6634600
2937,3,1,1,yes,no,no,yes,no,0,yes,semi-furnished,6293700
6907,3,2,3,yes,no,no,no,no,0,no,furnished,6990700
4222,4,2,3,yes,no,no,no,yes,1,yes,semi-furnished,6672200
7965,3,1,3,yes,yes,no,no,yes,2,yes,unfurnished,7446500
5825,4,2,2,yes,no,yes,no,yes,2,no,semi-furnished,6382500
7126,2,3,1,yes,no,yes,yes,yes,1,no,furnished,7012600
5160,3,3,2,yes,no,yes,no,yes,2,no,unfurnished,6816000
7578,2,2,2,yes,no,yes,no,no,0,no,unfurnished,5907800
4882,3,2,2,yes,no,no,no,no,3,yes,furnished,7188200
6138,2,1,1,yes,no,no,no,no,2,yes,furnished,6513800
5823,3,1,2,yes,no,yes,no,yes,1,yes,furnished,7582300
6076,4,3,2,yes,no,no,no,no,1,no,semi-furnished,6107600
5167,3,1,1,yes,no,no,no,yes,1,yes,furnished,7066700
4066,2,2,3,yes,yes,yes,yes,no,1,yes,unfurnished,6656600
6612,3,1,1,no,no,no,no,yes,1,yes,furnished,6911200
4304,3,1,1,yes,no,no,no,yes,3,yes,semi-furnished,6880400
7497,5,1,1,yes,no,yes,no,yes,0,yes,semi-furnished,6549700
5720,4,2,2,yes,no,yes,no,yes,2,no,semi-furnished,6372000
6598,4,2,1,no,no,yes,yes,no,2,no,unfurnished,5809800
6921,3,1,2,yes,yes,yes,no,yes,1,yes,furnished,7892100
5993,3,2,2,yes,no,yes,no,yes,1,yes,furnished,7499300
4998,2,1,1,yes,yes,yes,no,yes,2,yes,furnished,6999800
3648,5,2,1,yes,no,no,no,no,1,no,semi-furnished,5664800
6185,3,2,3,no,no,yes,no,yes,1,yes,furnished,7518500
5338,3,2,3,yes,no,no,no,yes,1,no,unfurnished,6683800
5130,3,2,1,no,no,yes,yes,no,0,no,semi-furnished,6163000
4158,3,1,3,yes,no,no,no,yes,2,yes,semi-furnished,7065800
6566,3,1,1,yes,no,no,no,yes,3,no,unfurnished,6506600
1500,5,1,1,yes,no,no,no,yes,2,no,unfurnished,5397800
5873,4,1,2,no,no,no,no,yes,1,yes,semi-furnished,6337300
5982,5,2,1,yes,no,yes,yes,yes,1,no,furnished,6698200
5678,5,2,2,yes,no,no,no,no,2,no,semi-furnished,5967800
3209,4,1,1,yes,yes,no,no,yes,3,no,furnished,6370900
6602,3,2,1,yes,no,yes,no,no,2,yes,semi-furnished,7110200
5988,3,1,2,no,no,yes,no,yes,1,yes,furnished,7298800
5511,3,1,2,yes,no,no,no,yes,2,no,semi-furnished,6801100
5501,2,2,1,yes,yes,no,no,yes,1,no,semi-furnished,6300100
6153,2,3,2,yes,no,yes,no,no,0,no,unfurnished,5965300
2470,4,1,1,no,no,yes,no,yes,2,yes,semi-furnished,5947000
3523,4,1,1,yes,no,no,no,no,1,no,furnished,5752300
6272,2,2,2,no,yes,yes,no,yes,0,yes,furnished,6827200
4782,3,1,2,yes,no,no,no,yes,2,yes,unfurnished,6928200
3991,3,1,2,yes,yes,yes,no,no,1,no,unfurnished,6449100
4000,3,2,2,no,no,yes,no,no,2,yes,semi-furnished,6550000
4252,5,2,1,yes,no,yes,no,no,1,yes,furnished,6575200
8036,5,1,1,yes,no,no,yes,yes,1,no,furnished,6553600
4110,5,2,2,yes,no,no,no,no,0,no,semi-furnished,5611000
3990,3,2,1,no,no,yes,no,no,2,no,furnished,6449000
4209,3,1,1,yes,yes,no,no,no,1,yes,semi-furnished,6620900
7076,3,2,2,yes,no,yes,no,no,1,yes,semi-furnished,7057600
3017,5,2,1,no,yes,no,yes,no,0,no,furnished,5801700
6984,4,3,2,yes,no,yes,no,yes,1,yes,semi-furnished,6998400
6928,3,2,2,no,no,yes,no,no,1,no,semi-furnished,6342800
4678,3,2,3,yes,yes,yes,yes,no,0,no,semi-furnished,6917800
6555,3,1,2,no,no,no,no,yes,1,no,unfurnished,6305500
6214,3,2,2,yes,no,no,yes,yes,3,no,furnished,7271400
6679,4,4,2,yes,yes,yes,no,no,2,yes,semi-furnished,7217900
3581,5,1,2,yes,no,no,no,yes,1,yes,unfurnished,6208100
5058,3,3,1,no,no,no,yes,no,0,no,furnished,6505800
3540,4,2,1,yes,no,yes,no,yes,1,no,furnished,6354000
6402,3,4,2,no,no,no,no,no,0,yes,furnished,7140200
4849,3,2,3,yes,yes,no,no,yes,3,no,unfurnished,7034900
3822,2,2,3,yes,no,yes,no,no,1,no,semi-furnished,6132200
5941,3,1,2,yes,yes,no,no,no,1,no,unfurnished,6494100
6337,3,2,2,yes,no,no,no,yes,1,yes,unfurnished,6883700
4399,2,2,1,no,yes,yes,yes,yes,1,no,semi-furnished,6139900
5338,3,2,1,yes,no,yes,no,yes,0,no,furnished,6933800
4589,3,1,1,yes,no,no,no,yes,0,yes,semi-furnished,6608900
6248,3,2,2,no,no,yes,yes,yes,0,yes,unfurnished,6724800
3417,4,2,2,yes,yes,yes,no,no,1,yes,furnished,6691700
3249,3,1,1,yes,yes,yes,no,yes,0,yes,unfurnished,6624900
6770,3,2,2,no,no,yes,no,no,0,no,semi-furnished,6227000
3408,2,2,1,no,no,yes,no,yes,1,no,furnished,6040800
1744,2,3,2,yes,no,yes,no,yes,2,no,semi-furnished,6174400
6002,3,4,2,no,no,yes,no,yes,0,yes,semi-furnished,7200200
7318,2,2,1,yes,no,no,no,yes,0,yes,semi-furnished,6581800
3374,3,2,2,yes,no,no,no,no,1,yes,semi-furnished,6537400
3626,5,2,2,no,no,yes,no,no,0,no,semi-furnished,5412600
7422,3,1,1,yes,no,yes,yes,no,1,yes,unfurnished,6792200
4777,3,2,1,yes,no,no,yes,yes,1,no,semi-furnished,6627700
4836,4,1,3,no,yes,yes,yes,yes,0,yes,furnished,6883600
5304,5,3,2,yes,no,no,no,yes,0,no,semi-furnished,6180400
3908,2,2,2,no,no,yes,no,yes,1,yes,furnished,6490800
5352,2,1,3,no,yes,no,no,yes,1,no,semi-furnished,6085200
5710,2,3,2,no,yes,no,no,no,1,no,semi-furnished,5971000
6108,3,2,1,yes,yes,yes,no,yes,1,no,furnished,7310800
3706,3,2,1,yes,no,no,yes,no,1,no,semi-furnished,6270600
3409,2,1,1,yes,no,no,no,yes,1,yes,unfurnished,5890900
5600,3,1,1,yes,yes,yes,no,no,0,no,furnished,6710000
4976,5,2,2,yes,no,no,no,yes,0,yes,unfurnished,6147600
4702,4,1,2,yes,no,no,no,yes,1,yes,furnished,6820200
6108,2,1,2,yes,no,yes,no,yes,1,no,semi-furnished,6410800
6023,3,1,1,yes,no,yes,no,yes,1,yes,furnished,7302300
5902,3,1,2,yes,no,no,no,no,2,no,unfurnished,6390200
4864,2,1,2,no,no,yes,no,yes,1,yes,semi-furnished,6386400
5083,5,3,2,yes,no,no,no,yes,1,no,furnished,6558300
4158,2,2,1,no,no,no,yes,yes,2,no,semi-furnished,5865800
4949,3,1,1,yes,no,no,yes,yes,2,no,furnished,6844900
6278,3,4,2,yes,no,no,no,no,1,no,unfurnished,6627800
6196,3,3,1,no,no,no,no,no,1,no,furnished,6619600
4975,2,2,2,no,no,no,no,no,2,no,semi-furnished,5597500
7847,4,3,1,yes,no,yes,no,no,1,yes,semi-furnished,6834700
1754,4,2,1,yes,no,yes,no,yes,1,no,semi-furnished,5875400
6929,5,1,2,yes,no,no,no,yes,1,no,semi-furnished,6342900
4660,2,1,1,no,yes,yes,no,yes,1,yes,furnished,6566000
6731,5,1,1,yes,no,no,no,yes,2,no,furnished,6423100
5733,3,4,1,yes,no,yes,no,yes,1,yes,unfurnished,7373300
3695,3,2,2,yes,yes,no,no,yes,1,yes,unfurnished,6819500
4798,2,2,1,no,no,yes,no,no,1,no,furnished,5929800
4360,3,1,1,no,no,no,no,no,1,yes,semi-furnished,6136000
4998,5,3,1,yes,no,no,no,no,2,no,unfurnished,5899800
3618,3,1,3,no,yes,no,yes,yes,3,no,furnished,7011800
5612,4,2,2,no,no,no,no,yes,1,no,furnished,6111200
4942,2,2,1,yes,no,yes,yes,yes,0,yes,unfurnished,6394200
8138,3,4,2,yes,no,yes,yes,yes,0,yes,unfurnished,7613800
5567,4,1,1,yes,no,yes,no,no,2,yes,furnished,6606700
6291,4,1,3,yes,no,yes,no,yes,3,yes,furnished,7329100
6184,2,3,1,yes,no,no,yes,yes,0,no,semi-furnished,6368400
4715,3,1,2,yes,yes,no,no,yes,1,yes,unfurnished,7021500
4339,5,1,1,yes,no,yes,no,yes,2,yes,semi-furnished,6433900
8158,3,2,1,no,yes,no,no,yes,0,yes,semi-furnished,7065800
3625,2,2,2,yes,no,yes,no,yes,0,yes,unfurnished,6162500
9648,2,1,1,yes,no,yes,no,yes,0,yes,unfurnished,6564800
3815,4,2,1,yes,no,no,no,yes,1,no,furnished,6231500
7590,3,2,1,no,no,no,no,yes,1,no,furnished,6809000
5124,4,2,1,yes,no,yes,no,yes,2,no,semi-furnished,6312400
7059,3,3,2,yes,yes,yes,no,yes,0,yes,semi-furnished,7605900
5931,2,1,1,yes,no,no,no,yes,0,no,furnished,6143100
3266,4,2,2,yes,no,yes,no,yes,2,yes,furnished,6826600
4514,3,2,2,yes,no,yes,no,no,2,yes,furnished,7201400
4945,3,2,2,yes,yes,no,no,no,3,no,furnished,6994500
5418,4,3,2,yes,yes,yes,no,yes,1,no,semi-furnished,6641800
3453,3,1,2,yes,no,yes,no,yes,1,no,unfurnished,6445300
4353,3,3,1,no,yes,no,no,no,1,no,furnished,6635300
5610,3,3,2,yes,no,yes,no,yes,2,yes,furnished,7761000
5330,2,2,2,no,no,no,no,yes,1,yes,furnished,6483000
5906,3,3,1,yes,no,no,no,yes,1,no,furnished,7140600
6083,3,1,3,yes,no,no,no,no,1,no,semi-furnished,6508300
3468,3,2,1,yes,yes,no,no,no,1,no,furnished,6646800
6566,3,1,2,no,no,yes,no,yes,1,no,semi-furnished,6656600
3518,3,3,2,yes,no,no,yes,no,2,no,unfurnished,6351800
5228,5,1,2,yes,no,no,no,yes,2,yes,semi-furnished,6672800
4364,5,3,1,yes,yes,no,no,no,2,yes,unfurnished,6436400
7438,3,1,2,yes,yes,no,no,no,2,yes,furnished,7643800
1500,2,2,2,no,yes,yes,no,yes,2,yes,semi-furnished,6131800
6222,2,1,2,yes,yes,yes,no,no,1,yes,semi-furnished,6772200
3426,3,1,1,yes,yes,yes,no,no,1,yes,semi-furnished,6692600
6374,4,2,1,yes,no,no,no,no,1,no,furnished,6237400
3922,3,1,2,yes,no,no,no,no,0,yes,furnished,6892200
4207,3,3,1,yes,no,no,yes,yes,2,yes,semi-furnished,7270700
6627,3,1,1,no,no,no,yes,yes,1,no,furnished,6612700
4941,3,1,1,yes,no,no,no,no,1,yes,semi-furnished,6494100
4048,3,1,2,yes,yes,no,no,yes,2,no,furnished,7154800
5034,3,2,2,no,no,no,yes,yes,2,yes,semi-furnished,6853400
7804,4,1,2,yes,no,no,no,no,0,no,unfurnished,5880400
3111,3,3,1,yes,no,yes,no,yes,1,yes,semi-furnished,7111100
6919,4,2,1,yes,no,no,yes,yes,2,yes,unfurnished,6641900
4329,4,2,1,yes,no,no,no,yes,1,no,semi-furnished,5982900
4874,5,3,2,no,yes,no,no,no,3,no,furnished,6387400
6281,4,1,2,yes,no,no,yes,yes,1,yes,semi-furnished,6778100
5465,4,1,3,no,no,no,no,no,2,no,unfurnished,5546500
9320,3,2,2,no,no,no,yes,yes,1,yes,unfurnished,6982000
6174,4,3,2,no,yes,yes,no,no,1,no,furnished,6467400
